,y,x,osmid,highway,ref,route_ref,geometry
369168177,1.398601,103.8993273,369168177,,,,POINT (103.8993273 1.398601)
369169122,1.3982749,103.9002612,369169122,,,,POINT (103.9002612 1.3982749)
369169123,1.3980693,103.9007885,369169123,,,,POINT (103.9007885 1.3980693)
369169608,1.3955679,103.902686,369169608,,,,POINT (103.902686 1.3955679)
369172848,1.3964795,103.903436,369172848,traffic_signals,,,POINT (103.903436 1.3964795)
369172927,1.3959894,103.9031597,369172927,,,,POINT (103.9031597 1.3959894)
369173840,1.3998056,103.8980199,369173840,,,,POINT (103.8980199 1.3998056)
369174139,1.3991104,103.9000306,369174139,,,,POINT (103.9000306 1.3991104)
369174181,1.3969357,103.9042598,369174181,,,,POINT (103.9042598 1.3969357)
369174182,1.3963754,103.9048951,369174182,,,,POINT (103.9048951 1.3963754)
369174479,1.3972484,103.9038324,369174479,traffic_signals,,,POINT (103.9038324 1.3972484)
369174639,1.3961264,103.9040452,369174639,,,,POINT (103.9040452 1.3961264)
369175543,1.3923013,103.9146504,369175543,traffic_signals,,,POINT (103.9146504 1.3923013)
369175567,1.3952698,103.9167883,369175567,traffic_signals,,,POINT (103.9167883 1.3952698)
369177134,1.3970569,103.9025961,369177134,,,,POINT (103.9025961 1.3970569)
369177623,1.4002376,103.89462,369177623,motorway_junction,9,,POINT (103.89462 1.4002376)
369177633,1.4002338,103.8935775,369177633,,,,POINT (103.8935775 1.4002338)
369178323,1.3993455,103.8975929,369178323,,,,POINT (103.8975929 1.3993455)
369428413,1.4020934,103.8714771,369428413,,,,POINT (103.8714771 1.4020934)
369432210,1.423904,103.8601995,369432210,,,,POINT (103.8601995 1.423904)
369455171,1.4032944,103.8713509,369455171,,,,POINT (103.8713509 1.4032944)
369455173,1.4033388,103.8713926,369455173,,,,POINT (103.8713926 1.4033388)
369455175,1.4033113,103.8715991,369455175,,,,POINT (103.8715991 1.4033113)
369455181,1.4031874,103.8716315,369455181,,,,POINT (103.8716315 1.4031874)
369455183,1.403065,103.8714483,369455183,,,,POINT (103.8714483 1.403065)
369456414,1.4031218,103.8713594,369456414,,,,POINT (103.8713594 1.4031218)
369459051,1.4032055,103.8716337,369459051,,,,POINT (103.8716337 1.4032055)
369459060,1.4031695,103.871335,369459060,,,,POINT (103.871335 1.4031695)
369462705,1.4030901,103.871679,369462705,,,,POINT (103.871679 1.4030901)
369462706,1.4027019,103.8718109,369462706,,,,POINT (103.8718109 1.4027019)
369462711,1.4020259,103.8723245,369462711,,,,POINT (103.8723245 1.4020259)
369463512,1.401593,103.8726674,369463512,,,,POINT (103.8726674 1.401593)
369463513,1.401532,103.8730007,369463513,,,,POINT (103.8730007 1.401532)
369463515,1.4014407,103.8738222,369463515,,,,POINT (103.8738222 1.4014407)
369467682,1.4008023,103.8738173,369467682,,,,POINT (103.8738173 1.4008023)
369467684,1.4006751,103.8730363,369467684,,,,POINT (103.8730363 1.4006751)
369467803,1.4002271,103.8723833,369467803,,,,POINT (103.8723833 1.4002271)
369468188,1.395728,103.8961358,369468188,,,,POINT (103.8961358 1.395728)
369468189,1.3960908,103.8946884,369468189,traffic_signals,,,POINT (103.8946884 1.3960908)
369468200,1.39503,103.8990599,369468200,traffic_signals,,,POINT (103.8990599 1.39503)
369468292,1.3941835,103.9014832,369468292,traffic_signals,,,POINT (103.9014832 1.3941835)
369468486,1.3938298,103.9020971,369468486,,,,POINT (103.9020971 1.3938298)
369468656,1.3940845,103.9014472,369468656,traffic_signals,,,POINT (103.9014472 1.3940845)
369468726,1.3951367,103.9023653,369468726,,,,POINT (103.9023653 1.3951367)
369468946,1.3946438,103.9018514,369468946,,,,POINT (103.9018514 1.3946438)
369469280,1.3921459,103.9054033,369469280,traffic_signals,,,POINT (103.9054033 1.3921459)
369469541,1.3953601,103.8975454,369469541,,,,POINT (103.8975454 1.3953601)
369469542,1.3946551,103.9002053,369469542,,,,POINT (103.9002053 1.3946551)
369469543,1.3939156,103.9021228,369469543,,,,POINT (103.9021228 1.3939156)
369469544,1.3935841,103.9030945,369469544,,,,POINT (103.9030945 1.3935841)
369469545,1.393202,103.903889,369469545,,,,POINT (103.903889 1.393202)
369469546,1.392652,103.9047632,369469546,,,,POINT (103.9047632 1.392652)
369510451,1.3711564,103.9077867,369510451,,,,POINT (103.9077867 1.3711564)
369510452,1.3740152,103.9088805,369510452,,,,POINT (103.9088805 1.3740152)
369510453,1.3755828,103.9094324,369510453,,,,POINT (103.9094324 1.3755828)
369510454,1.3760118,103.909524,369510454,,,,POINT (103.909524 1.3760118)
369510455,1.3763908,103.9095085,369510455,,,,POINT (103.9095085 1.3763908)
369510456,1.3768184,103.9093499,369510456,,,,POINT (103.9093499 1.3768184)
369510457,1.3773454,103.9090204,369510457,,,,POINT (103.9090204 1.3773454)
369510458,1.3780881,103.9084776,369510458,,,,POINT (103.9084776 1.3780881)
369510459,1.3786463,103.9079185,369510459,,,,POINT (103.9079185 1.3786463)
369510460,1.3791736,103.9071905,369510460,,,,POINT (103.9071905 1.3791736)
369510461,1.3797009,103.9063373,369510461,,,,POINT (103.9063373 1.3797009)
369510462,1.3799449,103.905903,369510462,,,,POINT (103.905903 1.3799449)
369512653,1.3804941,103.9042312,369512653,,,,POINT (103.9042312 1.3804941)
369512654,1.380399,103.9051285,369512654,,,,POINT (103.9051285 1.380399)
369512655,1.3801851,103.9056932,369512655,,,,POINT (103.9056932 1.3801851)
369513557,1.3800578,103.9056644,369513557,,,,POINT (103.9056644 1.3800578)
369513558,1.3803689,103.9043759,369513558,,,,POINT (103.9043759 1.3803689)
369513560,1.3803603,103.9041432,369513560,,,,POINT (103.9041432 1.3803603)
369513562,1.3803529,103.9040164,369513562,,,,POINT (103.9040164 1.3803529)
369513777,1.3792806,103.9072652,369513777,,,,POINT (103.9072652 1.3792806)
369513781,1.3787537,103.9080069,369513781,,,,POINT (103.9080069 1.3787537)
369513896,1.3774202,103.9091241,369513896,,,,POINT (103.9091241 1.3774202)
369518061,1.3651417,103.906204,369518061,,,,POINT (103.906204 1.3651417)
369518070,1.3650775,103.9063561,369518070,,,,POINT (103.9063561 1.3650775)
369524384,1.3588956,103.902873,369524384,,,,POINT (103.902873 1.3588956)
369530837,1.375848,103.9100226,369530837,,,,POINT (103.9100226 1.375848)
369530838,1.375532,103.9100412,369530838,,,,POINT (103.9100412 1.375532)
369530840,1.3753304,103.9100154,369530840,,,,POINT (103.9100154 1.3753304)
369530841,1.3749476,103.9098881,369530841,,,,POINT (103.9098881 1.3749476)
369530842,1.3740554,103.9095245,369530842,,,,POINT (103.9095245 1.3740554)
369540643,1.3317022,103.8863154,369540643,,,,POINT (103.8863154 1.3317022)
369541001,1.3284579,103.8847994,369541001,,,,POINT (103.8847994 1.3284579)
369541028,1.3284579,103.8850226,369541028,,,,POINT (103.8850226 1.3284579)
369541206,1.3296202,103.8847969,369541206,,,,POINT (103.8847969 1.3296202)
369541209,1.3302092,103.8851825,369541209,,,,POINT (103.8851825 1.3302092)
369541591,1.3312101,103.8860766,369541591,,,,POINT (103.8860766 1.3312101)
369542031,1.3314265,103.8857954,369542031,,,,POINT (103.8857954 1.3314265)
369547880,1.3719939,103.8859619,369547880,traffic_signals,,,POINT (103.8859619 1.3719939)
369547881,1.3767569,103.8928652,369547881,traffic_signals,,,POINT (103.8928652 1.3767569)
369547883,1.3762564,103.8962226,369547883,traffic_signals,,,POINT (103.8962226 1.3762564)
369547886,1.3766838,103.8953338,369547886,,,,POINT (103.8953338 1.3766838)
369548162,1.3733695,103.8869718,369548162,,,,POINT (103.8869718 1.3733695)
369548163,1.3741656,103.887698,369548163,traffic_signals,,,POINT (103.887698 1.3741656)
369548164,1.3747254,103.8882932,369548164,,,,POINT (103.8882932 1.3747254)
369548166,1.3754549,103.8892457,369548166,,,,POINT (103.8892457 1.3754549)
369548168,1.3758376,103.8898678,369548168,traffic_signals,,,POINT (103.8898678 1.3758376)
369548170,1.3761819,103.890596,369548170,,,,POINT (103.890596 1.3761819)
369548171,1.3763792,103.8911888,369548171,,,,POINT (103.8911888 1.3763792)
369548173,1.3765613,103.8919563,369548173,,,,POINT (103.8919563 1.3765613)
369548174,1.3767835,103.8934369,369548174,,,,POINT (103.8934369 1.3767835)
369548176,1.3767723,103.8941971,369548176,,,,POINT (103.8941971 1.3767723)
369548177,1.376773,103.8947471,369548177,,,,POINT (103.8947471 1.376773)
369939966,1.3964871,103.8929513,369939966,,,,POINT (103.8929513 1.3964871)
369939974,1.396601,103.8929869,369939974,,,,POINT (103.8929869 1.396601)
370004010,1.3904318,103.8858942,370004010,,,,POINT (103.8858942 1.3904318)
370010187,1.3529881,103.899893,370010187,,,,POINT (103.899893 1.3529881)
370010198,1.3529247,103.9000818,370010198,,,,POINT (103.9000818 1.3529247)
370015389,1.3454558,103.8989669,370015389,,,,POINT (103.8989669 1.3454558)
370015394,1.346527,103.8985194,370015394,,,,POINT (103.8985194 1.346527)
370024669,1.3399648,103.8979399,370024669,,,,POINT (103.8979399 1.3399648)
370024705,1.3400295,103.8977716,370024705,,,,POINT (103.8977716 1.3400295)
370040562,1.3425844,103.8915839,370040562,,,,POINT (103.8915839 1.3425844)
370041262,1.3392948,103.8944168,370041262,,,,POINT (103.8944168 1.3392948)
370045543,1.3545425,103.8606214,370045543,,,,POINT (103.8606214 1.3545425)
370045545,1.3549031,103.8590756,370045545,,,,POINT (103.8590756 1.3549031)
370045548,1.3541252,103.8623142,370045548,,,,POINT (103.8623142 1.3541252)
370096734,1.3952126,103.8982095,370096734,,,,POINT (103.8982095 1.3952126)
370099850,1.386449,103.9075624,370099850,traffic_signals,,,POINT (103.9075624 1.386449)
370100628,1.3875957,103.9069033,370100628,,,,POINT (103.9069033 1.3875957)
370101314,1.3816662,103.9034794,370101314,traffic_signals,,,POINT (103.9034794 1.3816662)
370222647,1.3901411,103.8906129,370222647,,,,POINT (103.8906129 1.3901411)
370247149,1.4043894,103.8717008,370247149,,,,POINT (103.8717008 1.4043894)
370247169,1.4081065,103.8723403,370247169,,,,POINT (103.8723403 1.4081065)
370247181,1.4063592,103.8720278,370247181,,,,POINT (103.8720278 1.4063592)
370327638,1.3220204,103.8223822,370327638,,,,POINT (103.8223822 1.3220204)
370490488,1.3706611,103.8740967,370490488,,,,POINT (103.8740967 1.3706611)
370490489,1.3706103,103.8744398,370490489,,,,POINT (103.8744398 1.3706103)
370490490,1.3705113,103.8748333,370490490,,,,POINT (103.8748333 1.3705113)
370490491,1.37044,103.8751378,370490491,,,,POINT (103.8751378 1.37044)
370490492,1.3702889,103.8756773,370490492,,,,POINT (103.8756773 1.3702889)
370490493,1.3702451,103.8760283,370490493,,,,POINT (103.8760283 1.3702451)
370490494,1.3703176,103.87625,370490494,,,,POINT (103.87625 1.3703176)
370493440,1.3933457,103.8873458,370493440,,,,POINT (103.8873458 1.3933457)
370709327,1.388068,103.896623,370709327,traffic_signals,,,POINT (103.896623 1.388068)
370709328,1.3887998,103.8945354,370709328,traffic_signals,,,POINT (103.8945354 1.3887998)
370709474,1.3867327,103.8937598,370709474,traffic_signals,,,POINT (103.8937598 1.3867327)
370709478,1.3865795,103.8937168,370709478,traffic_signals,,,POINT (103.8937168 1.3865795)
370709625,1.3888462,103.8943852,370709625,traffic_signals,,,POINT (103.8943852 1.3888462)
370709629,1.3887442,103.8943542,370709629,traffic_signals,,,POINT (103.8943542 1.3887442)
370709662,1.3800796,103.8928048,370709662,traffic_signals,,,POINT (103.8928048 1.3800796)
370709663,1.3814408,103.8929166,370709663,traffic_signals,,,POINT (103.8929166 1.3814408)
370709740,1.3838738,103.8931007,370709740,,,,POINT (103.8931007 1.3838738)
370709741,1.3846456,103.8932072,370709741,,,,POINT (103.8932072 1.3846456)
370709746,1.3799629,103.8927994,370709746,traffic_signals,,,POINT (103.8927994 1.3799629)
370709907,1.3729717,103.8926952,370709907,traffic_signals,,,POINT (103.8926952 1.3729717)
370709908,1.3767404,103.8927403,370709908,traffic_signals,,,POINT (103.8927403 1.3767404)
370709921,1.3768411,103.8927399,370709921,traffic_signals,,,POINT (103.8927399 1.3768411)
370710267,1.3703325,103.8956927,370710267,,,,POINT (103.8956927 1.3703325)
370710565,1.3842276,103.8903097,370710565,,,,POINT (103.8903097 1.3842276)
370710566,1.3841026,103.8903808,370710566,,,,POINT (103.8903808 1.3841026)
370746569,1.3961753,103.9034397,370746569,,,,POINT (103.9034397 1.3961753)
370746570,1.3962023,103.9036715,370746570,,,,POINT (103.9036715 1.3962023)
370746684,1.3957584,103.9029764,370746684,,,,POINT (103.9029764 1.3957584)
370747025,1.3935895,103.8927199,370747025,,,,POINT (103.8927199 1.3935895)
370747026,1.3937593,103.8922337,370747026,,,,POINT (103.8922337 1.3937593)
370750093,1.3951242,103.8981927,370750093,,,,POINT (103.8981927 1.3951242)
370757322,1.3773126,103.9092049,370757322,,,,POINT (103.9092049 1.3773126)
370757430,1.3623664,103.9049496,370757430,,,,POINT (103.9049496 1.3623664)
370757431,1.3624042,103.904765,370757431,,,,POINT (103.904765 1.3624042)
