,y,x,osmid,ref,highway,geometry
3865151154,1.3881736,103.8963114,3865151154,,,POINT (103.8963114 1.3881736)
3865151155,1.3881994,103.8965059,3865151155,,,POINT (103.8965059 1.3881994)
3865151156,1.3881748,103.8968394,3865151156,,,POINT (103.8968394 1.3881748)
3865151257,1.3882178,103.896567,3865151257,,,POINT (103.896567 1.3882178)
3865151258,1.3882575,103.8966109,3865151258,,,POINT (103.8966109 1.3882575)
3865151259,1.3883582,103.89672,3865151259,,,POINT (103.89672 1.3883582)
3865151260,1.3883211,103.8968028,3865151260,,,POINT (103.8968028 1.3883211)
3865151261,1.4034314,103.9112883,3865151261,,,POINT (103.9112883 1.4034314)
3865151262,1.4035388,103.9112436,3865151262,,,POINT (103.9112436 1.4035388)
3865151263,1.4036482,103.9112026,3865151263,,,POINT (103.9112026 1.4036482)
3865151264,1.403738,103.9112006,3865151264,,,POINT (103.9112006 1.403738)
3865151265,1.4038278,103.9108285,3865151265,,,POINT (103.9108285 1.4038278)
3865151266,1.403827,103.9109316,3865151266,,,POINT (103.9109316 1.403827)
3865151267,1.4038478,103.9107273,3865151267,,,POINT (103.9107273 1.4038478)
3865151268,1.4038455,103.911033,3865151268,,,POINT (103.911033 1.4038455)
3865151269,1.4038826,103.9111292,3865151269,,,POINT (103.9111292 1.4038826)
3865151270,1.4038829,103.9112305,3865151270,,,POINT (103.9112305 1.4038829)
3902801395,1.4106655,103.9034688,3902801395,,,POINT (103.9034688 1.4106655)
3902801396,1.4107743,103.9034641,3902801396,,,POINT (103.9034641 1.4107743)
3902801397,1.4106659,103.9030856,3902801397,,,POINT (103.9030856 1.4106659)
3902801398,1.4105747,103.9031205,3902801398,,,POINT (103.9031205 1.4105747)
3902801404,1.4048272,103.9117773,3902801404,,,POINT (103.9117773 1.4048272)
3902801405,1.4047655,103.9118443,3902801405,,,POINT (103.9118443 1.4047655)
3902801406,1.4053399,103.9121327,3902801406,,,POINT (103.9121327 1.4053399)
3902801407,1.4052709,103.9122185,3902801407,,,POINT (103.9122185 1.4052709)
3902801408,1.4020432,103.9156861,3902801408,,,POINT (103.9156861 1.4020432)
3902801409,1.4025144,103.9160228,3902801409,,,POINT (103.9160228 1.4025144)
3902801410,1.4024555,103.9161164,3902801410,,,POINT (103.9161164 1.4024555)
3905022193,1.3871656,103.9088735,3905022193,,,POINT (103.9088735 1.3871656)
3905022197,1.389139,103.906958,3905022197,,,POINT (103.906958 1.389139)
3905022200,1.3874479,103.9069977,3905022200,,,POINT (103.9069977 1.3874479)
3905775803,1.4114499,103.89802,3905775803,,traffic_signals,POINT (103.89802 1.4114499)
3905775805,1.4115539,103.8980616,3905775805,,traffic_signals,POINT (103.8980616 1.4115539)
3905778593,1.4036188,103.8947374,3905778593,,traffic_signals,POINT (103.8947374 1.4036188)
3905778595,1.4090723,103.8964509,3905778595,,,POINT (103.8964509 1.4090723)
3905778919,1.4115093,103.8981571,3905778919,,traffic_signals,POINT (103.8981571 1.4115093)
3905778920,1.4114035,103.8981028,3905778920,,traffic_signals,POINT (103.8981028 1.4114035)
3905778921,1.4090305,103.896524,3905778921,,,POINT (103.896524 1.4090305)
3905778922,1.4066191,103.895311,3905778922,,traffic_signals,POINT (103.895311 1.4066191)
3905778923,1.4036059,103.894827,3905778923,,traffic_signals,POINT (103.894827 1.4036059)
3905780730,1.4066366,103.8952131,3905780730,,traffic_signals,POINT (103.8952131 1.4066366)
3905780731,1.4064904,103.8952909,3905780731,,traffic_signals,POINT (103.8952909 1.4064904)
3905780732,1.4065094,103.895186,3905780732,,traffic_signals,POINT (103.895186 1.4065094)
3905780733,1.4037005,103.8947437,3905780733,,traffic_signals,POINT (103.8947437 1.4037005)
3905780734,1.4036896,103.8948381,3905780734,,traffic_signals,POINT (103.8948381 1.4036896)
4000099726,1.4158927,103.9003244,4000099726,,,POINT (103.9003244 1.4158927)
4002523396,1.4020127,103.8953473,4002523396,,,POINT (103.8953473 1.4020127)
4002523403,1.4021207,103.8946471,4002523403,,traffic_signals,POINT (103.8946471 1.4021207)
4002523404,1.4021336,103.8945524,4002523404,,traffic_signals,POINT (103.8945524 1.4021336)
4002523407,1.4026587,103.8910089,4002523407,,traffic_signals,POINT (103.8910089 1.4026587)
4002523905,1.4041333,103.8912024,4002523905,,traffic_signals,POINT (103.8912024 1.4041333)
4002523946,1.4042409,103.8912165,4002523946,,traffic_signals,POINT (103.8912165 1.4042409)
4002523989,1.4051299,103.8949825,4002523989,,,POINT (103.8949825 1.4051299)
4002524006,1.4164123,103.900662,4002524006,,,POINT (103.900662 1.4164123)
4002524007,1.4167284,103.900932,4002524007,,,POINT (103.900932 1.4167284)
4002524008,1.4179913,103.9024829,4002524008,,,POINT (103.9024829 1.4179913)
4002524010,1.4183733,103.9031263,4002524010,,,POINT (103.9031263 1.4183733)
4002524011,1.4186006,103.9035955,4002524011,,,POINT (103.9035955 1.4186006)
4002524012,1.418731,103.9059122,4002524012,,,POINT (103.9059122 1.418731)
4002524013,1.4188397,103.905403,4002524013,,,POINT (103.905403 1.4188397)
4003656697,1.4019971,103.8954022,4003656697,,,POINT (103.8954022 1.4019971)
4003656708,1.4020028,103.8956307,4003656708,,,POINT (103.8956307 1.4020028)
4003656720,1.4021809,103.8946566,4003656720,,traffic_signals,POINT (103.8946566 1.4021809)
4003656731,1.4021934,103.8945668,4003656731,,traffic_signals,POINT (103.8945668 1.4021934)
4003659908,1.4018238,103.8955465,4003659908,,,POINT (103.8955465 1.4018238)
4003659914,1.4018253,103.8955847,4003659914,,,POINT (103.8955847 1.4018253)
4003659919,1.4018363,103.8955103,4003659919,,,POINT (103.8955103 1.4018363)
4003659931,1.4018406,103.8956197,4003659931,,,POINT (103.8956197 1.4018406)
4003659944,1.4018611,103.8954812,4003659944,,,POINT (103.8954812 1.4018611)
4003659957,1.4018676,103.8956468,4003659957,,,POINT (103.8956468 1.4018676)
4003659964,1.4018947,103.8954631,4003659964,,,POINT (103.8954631 1.4018947)
4003659976,1.4019026,103.8956622,4003659976,,,POINT (103.8956622 1.4019026)
4003659985,1.4019509,103.8954398,4003659985,,,POINT (103.8954398 1.4019509)
4003659999,1.4019408,103.8956638,4003659999,,,POINT (103.8956638 1.4019408)
4003660008,1.4020207,103.8956028,4003660008,,,POINT (103.8956028 1.4020207)
4003660021,1.4020288,103.8955707,4003660021,,,POINT (103.8955707 1.4020288)
4003660548,1.4027189,103.8910207,4003660548,,traffic_signals,POINT (103.8910207 1.4027189)
4003661183,1.4071826,103.8954255,4003661183,,,POINT (103.8954255 1.4071826)
4003661184,1.4078428,103.8955658,4003661184,,,POINT (103.8955658 1.4078428)
4003661185,1.4073955,103.8954527,4003661185,,,POINT (103.8954527 1.4073955)
4003661186,1.408056,103.8957186,4003661186,,,POINT (103.8957186 1.408056)
4003661187,1.4083255,103.8959051,4003661187,,,POINT (103.8959051 1.4083255)
4003661188,1.408017,103.8957709,4003661188,,,POINT (103.8957709 1.408017)
4003661262,1.4130104,103.8987232,4003661262,,,POINT (103.8987232 1.4130104)
4003661264,1.4130416,103.8988881,4003661264,,,POINT (103.8988881 1.4130416)
4003661266,1.4130619,103.8988457,4003661266,,,POINT (103.8988457 1.4130619)
4003661267,1.4130447,103.8987553,4003661267,,,POINT (103.8987553 1.4130447)
4003661268,1.413063,103.8987986,4003661268,,,POINT (103.8987986 1.413063)
4003661589,1.4104887,103.8975426,4003661589,,,POINT (103.8975426 1.4104887)
4003661590,1.4105323,103.8974781,4003661590,,,POINT (103.8974781 1.4105323)
4003661593,1.4128403,103.8988146,4003661593,,,POINT (103.8988146 1.4128403)
4003661594,1.4128481,103.898861,4003661594,,,POINT (103.898861 1.4128481)
4003661597,1.4128742,103.8989001,4003661597,,,POINT (103.8989001 1.4128742)
4003661599,1.4128781,103.8987355,4003661599,,,POINT (103.8987355 1.4128781)
4003661600,1.4129141,103.8989252,4003661600,,,POINT (103.8989252 1.4129141)
4003661601,1.412919,103.8987123,4003661601,,,POINT (103.8987123 1.412919)
4003661602,1.4129606,103.8989317,4003661602,,,POINT (103.8989317 1.4129606)
4003661603,1.4129658,103.898708,4003661603,,,POINT (103.898708 1.4129658)
4003661604,1.4130058,103.8989186,4003661604,,,POINT (103.8989186 1.4130058)
4003735035,1.4174081,103.9016821,4003735035,,,POINT (103.9016821 1.4174081)
4003835170,1.4188174,103.9043063,4003835170,,,POINT (103.9043063 1.4188174)
4003835172,1.4188631,103.9046031,4003835172,,,POINT (103.9046031 1.4188631)
4004970460,1.4023828,103.8929492,4004970460,,,POINT (103.8929492 1.4023828)
4004970467,1.4024848,103.8922084,4004970467,,,POINT (103.8922084 1.4024848)
4004970468,1.4024809,103.8926446,4004970468,,,POINT (103.8926446 1.4024809)
4004970475,1.4025399,103.8918347,4004970475,,,POINT (103.8918347 1.4025399)
4004972063,1.4013999,103.8975521,4004972063,,,POINT (103.8975521 1.4013999)
4004972147,1.4011802,103.8981428,4004972147,,,POINT (103.8981428 1.4011802)
4004973154,1.4028043,103.8947249,4004973154,,,POINT (103.8947249 1.4028043)
4004973796,1.4019769,103.8956514,4004973796,,,POINT (103.8956514 1.4019769)
4004974091,1.4034248,103.8959348,4004974091,,,POINT (103.8959348 1.4034248)
4004974094,1.4037437,103.8939345,4004974094,,,POINT (103.8939345 1.4037437)
4004983342,1.4035004,103.8999124,4004983342,,,POINT (103.8999124 1.4035004)
4004983346,1.4038948,103.9000746,4004983346,,,POINT (103.9000746 1.4038948)
4004985388,1.4029334,103.8986384,4004985388,,,POINT (103.8986384 1.4029334)
4004986814,1.4042304,103.8970714,4004986814,,,POINT (103.8970714 1.4042304)
4004994591,1.4060407,103.897594,4004994591,,,POINT (103.897594 1.4060407)
4004994835,1.4063445,103.8989014,4004994835,,,POINT (103.8989014 1.4063445)
4004999716,1.4035503,103.8956501,4004999716,,,POINT (103.8956501 1.4035503)
4005003167,1.4054806,103.8972181,4005003167,,,POINT (103.8972181 1.4054806)
4005007233,1.4057919,103.8951567,4005007233,,,POINT (103.8951567 1.4057919)
4005057347,1.4073722,103.9013292,4005057347,,,POINT (103.9013292 1.4073722)
4005058600,1.4083268,103.9017543,4005058600,,,POINT (103.9017543 1.4083268)
4005058678,1.4088148,103.8988834,4005058678,,,POINT (103.8988834 1.4088148)
4005059032,1.4096516,103.8993367,4005059032,,,POINT (103.8993367 1.4096516)
4005068184,1.4081911,103.8983152,4005068184,,,POINT (103.8983152 1.4081911)
4005069245,1.4063637,103.9002382,4005069245,,,POINT (103.9002382 1.4063637)
4005070481,1.4085464,103.8961427,4005070481,,,POINT (103.8961427 1.4085464)
4005075995,1.4126478,103.8987183,4005075995,,,POINT (103.8987183 1.4126478)
4005076194,1.4120429,103.8983002,4005076194,,,POINT (103.8983002 1.4120429)
4010873523,1.4034833,103.9167071,4010873523,,,POINT (103.9167071 1.4034833)
4010873524,1.4034774,103.9167781,4010873524,,,POINT (103.9167781 1.4034774)
4010873525,1.4019854,103.9157745,4010873525,,,POINT (103.9157745 1.4019854)
4076188206,1.3905741,103.9134175,4076188206,,,POINT (103.9134175 1.3905741)
4315525128,1.3948491,103.8942453,4315525128,,,POINT (103.8942453 1.3948491)
4315525130,1.394807,103.8940756,4315525130,,,POINT (103.8940756 1.394807)
4321624089,1.4100867,103.8971636,4321624089,,,POINT (103.8971636 1.4100867)
4321624090,1.4100475,103.897244,4321624090,,,POINT (103.897244 1.4100475)
4321636494,1.4158372,103.9003844,4321636494,,crossing,POINT (103.9003844 1.4158372)
4321636495,1.415905,103.9003348,4321636495,,crossing,POINT (103.9003348 1.415905)
4321715217,1.397088,103.9145249,4321715217,,,POINT (103.9145249 1.397088)
4322943113,1.3999102,103.9105697,4322943113,,,POINT (103.9105697 1.3999102)
4423617162,1.418523,103.9067974,4423617162,,traffic_signals,POINT (103.9067974 1.418523)
4423617164,1.4174384,103.9055349,4423617164,,,POINT (103.9055349 1.4174384)
4423617165,1.4173557,103.9057597,4423617165,,,POINT (103.9057597 1.4173557)
4427352168,1.3995537,103.9049717,4427352168,,,POINT (103.9049717 1.3995537)
4427352169,1.399602,103.9048079,4427352169,,,POINT (103.9048079 1.399602)
4427352170,1.3995938,103.905072,4427352170,,,POINT (103.905072 1.3995938)
4427352172,1.399626,103.9051645,4427352172,,,POINT (103.9051645 1.399626)
4427352174,1.399791,103.9048033,4427352174,,,POINT (103.9048033 1.399791)
4427352175,1.3998295,103.9054033,4427352175,,,POINT (103.9054033 1.3998295)
4427352176,1.3999483,103.9047425,4427352176,,,POINT (103.9047425 1.3999483)
4427352177,1.3999826,103.9053322,4427352177,,,POINT (103.9053322 1.3999826)
4427352178,1.4000692,103.9046394,4427352178,,,POINT (103.9046394 1.4000692)
4427352179,1.4000925,103.9053067,4427352179,,,POINT (103.9053067 1.4000925)
4427352180,1.4002649,103.9052784,4427352180,,,POINT (103.9052784 1.4002649)
4427352181,1.4002533,103.904888,4427352181,,,POINT (103.904888 1.4002533)
4427352182,1.4002637,103.9046828,4427352182,,,POINT (103.9046828 1.4002637)
4427352183,1.4003005,103.9050472,4427352183,,,POINT (103.9050472 1.4003005)
4427352184,1.400437,103.9051848,4427352184,,,POINT (103.9051848 1.400437)
4427352185,1.4040922,103.9036825,4427352185,,,POINT (103.9036825 1.4040922)
4427352186,1.4041337,103.9036107,4427352186,,,POINT (103.9036107 1.4041337)
4427352187,1.4041695,103.9038601,4427352187,,,POINT (103.9038601 1.4041695)
4427352188,1.4041728,103.9041064,4427352188,,,POINT (103.9041064 1.4041728)
4427352389,1.4041802,103.9039539,4427352389,,,POINT (103.9039539 1.4041802)
4427352390,1.4042808,103.9036079,4427352390,,,POINT (103.9036079 1.4042808)
4427352391,1.4043433,103.904112,4427352391,,,POINT (103.904112 1.4043433)
4427352392,1.4043867,103.9035851,4427352392,,,POINT (103.9035851 1.4043867)
4427352393,1.4044269,103.9040666,4427352393,,,POINT (103.9040666 1.4044269)
4427352394,1.4045121,103.9035255,4427352394,,,POINT (103.9035255 1.4045121)
4427352395,1.4045422,103.9040425,4427352395,,,POINT (103.9040425 1.4045422)
4427352396,1.404628,103.9037045,4427352396,,,POINT (103.9037045 1.404628)
4427352397,1.4046355,103.9035531,4427352397,,,POINT (103.9035531 1.4046355)
4427352398,1.4046588,103.9038091,4427352398,,,POINT (103.9038091 1.4046588)
4427352399,1.4046882,103.9040443,4427352399,,,POINT (103.9040443 1.4046882)
4427352400,1.4047209,103.9039627,4427352400,,,POINT (103.9039627 1.4047209)
4430972249,1.3862416,103.9071812,4430972249,,,POINT (103.9071812 1.3862416)
4430972250,1.3863446,103.907118,4430972250,,,POINT (103.907118 1.3863446)
4430972253,1.3867384,103.9080909,4430972253,,,POINT (103.9080909 1.3867384)
4430972254,1.3867283,103.907802,4430972254,,,POINT (103.907802 1.3867283)
4430972255,1.3867172,103.9076384,4430972255,,,POINT (103.9076384 1.3867172)
4430972256,1.3867333,103.9075539,4430972256,,,POINT (103.9075539 1.3867333)
4430972257,1.386802,103.9072858,4430972257,,,POINT (103.9072858 1.386802)
4430972258,1.3867963,103.9074493,4430972258,,,POINT (103.9074493 1.3867963)
4430972259,1.386962,103.9071974,4430972259,,,POINT (103.9071974 1.386962)
4430972260,1.3869217,103.907319,4430972260,,,POINT (103.907319 1.3869217)
4430972261,1.3884376,103.8944233,4430972261,,,POINT (103.8944233 1.3884376)
4430972262,1.3884837,103.8942674,4430972262,,,POINT (103.8942674 1.3884837)
4430972263,1.3885303,103.8945611,4430972263,,,POINT (103.8945611 1.3885303)
4430972264,1.3885717,103.894669,4430972264,,,POINT (103.894669 1.3885717)
4430972265,1.3886184,103.8942594,4430972265,,,POINT (103.8942594 1.3886184)
4430972266,1.3885875,103.8948328,4430972266,,,POINT (103.8948328 1.3885875)
4430972267,1.3887232,103.894226,4430972267,,,POINT (103.894226 1.3887232)
4430972268,1.3888192,103.8941189,4430972268,,,POINT (103.8941189 1.3888192)
4430972269,1.389179,103.8923289,4430972269,,,POINT (103.8923289 1.389179)
4430972270,1.3891865,103.8933762,4430972270,,,POINT (103.8933762 1.3891865)
4430972271,1.3892103,103.8921595,4430972271,,,POINT (103.8921595 1.3892103)
4430972278,1.392948,103.8935915,4430972278,,,POINT (103.8935915 1.392948)
4430972279,1.3929748,103.8934691,4430972279,,,POINT (103.8934691 1.3929748)
4430972282,1.3931208,103.893436,4430972282,,,POINT (103.893436 1.3931208)
4430972284,1.3931317,103.8941311,4430972284,,,POINT (103.8941311 1.3931317)
4430972285,1.3932391,103.8933947,4430972285,,crossing,POINT (103.8933947 1.3932391)
4430972286,1.3932787,103.8940567,4430972286,,,POINT (103.8940567 1.3932787)
4430972287,1.393326,103.8933528,4430972287,,,POINT (103.8933528 1.393326)
4430972288,1.3933783,103.8939704,4430972288,,,POINT (103.8939704 1.3933783)
4430972546,1.3893432,103.892716,4430972546,,,POINT (103.892716 1.3893432)
4430972547,1.3894308,103.8927061,4430972547,,,POINT (103.8927061 1.3894308)
4430972550,1.389515,103.8926156,4430972550,,,POINT (103.8926156 1.389515)
4430972553,1.3895702,103.8919711,4430972553,,,POINT (103.8919711 1.3895702)
4430972554,1.3895797,103.8925844,4430972554,,crossing,POINT (103.8925844 1.3895797)
4430972556,1.3896686,103.8919994,4430972556,,,POINT (103.8919994 1.3896686)
4430972558,1.3896883,103.8921284,4430972558,,,POINT (103.8921284 1.3896883)
4430972560,1.3897131,103.8922071,4430972560,,crossing,POINT (103.8922071 1.3897131)
4430972561,1.3896802,103.8925671,4430972561,,,POINT (103.8925671 1.3896802)
4430972563,1.3897608,103.8922797,4430972563,,,POINT (103.8922797 1.3897608)
4430972566,1.3898711,103.8923746,4430972566,,,POINT (103.8923746 1.3898711)
4430972568,1.3898703,103.8925593,4430972568,,,POINT (103.8925593 1.3898703)
4430972570,1.406673,103.8979792,4430972570,,,POINT (103.8979792 1.406673)
4430972571,1.4068232,103.8979377,4430972571,,,POINT (103.8979377 1.4068232)
4430972572,1.4069518,103.8979135,4430972572,,,POINT (103.8979135 1.4069518)
4430972589,1.3934101,103.893302,4430972589,,,POINT (103.893302 1.3934101)
4430972590,1.3934775,103.8939133,4430972590,,crossing,POINT (103.8939133 1.3934775)
4430972591,1.3935447,103.8932612,4430972591,,,POINT (103.8932612 1.3935447)
4430972592,1.3935559,103.893397,4430972592,,,POINT (103.893397 1.3935559)
4430972593,1.3935887,103.8935445,4430972593,,,POINT (103.8935445 1.3935887)
4430972594,1.3935968,103.8938704,4430972594,,,POINT (103.8938704 1.3935968)
4430972595,1.3936511,103.8936357,4430972595,,,POINT (103.8936357 1.3936511)
4430972596,1.3937341,103.8937255,4430972596,,,POINT (103.8937255 1.3937341)
4430972597,1.3937252,103.8938566,4430972597,,,POINT (103.8938566 1.3937252)
4430972621,1.4061768,103.8977245,4430972621,,,POINT (103.8977245 1.4061768)
4430972622,1.4062337,103.8977898,4430972622,,,POINT (103.8977898 1.4062337)
4430972623,1.4062909,103.8978872,4430972623,,,POINT (103.8978872 1.4062909)
4430972624,1.406355,103.8980464,4430972624,,,POINT (103.8980464 1.406355)
4430972625,1.4064982,103.8982675,4430972625,,,POINT (103.8982675 1.4064982)
4430972626,1.4065768,103.8980796,4430972626,,,POINT (103.8980796 1.4065768)
4433708162,1.391634,103.8968422,4433708162,,traffic_signals,POINT (103.8968422 1.391634)
4433708163,1.3917562,103.8968858,4433708163,,traffic_signals,POINT (103.8968858 1.3917562)
4433708166,1.3911692,103.8977071,4433708166,,traffic_signals,POINT (103.8977071 1.3911692)
4433708168,1.3910448,103.8976622,4433708168,,traffic_signals,POINT (103.8976622 1.3910448)
